,Date,ID,bin_pink,polarity,subjectivity,intensity,base_polarity,base_subjectivity
192,9/12/2016,29-185,1,-0.1,0.3,-0.1,-0.039999999999999994,0.29238095238095235
193,9/12/2016,29-185,1,-0.1,0.3,-0.1,-0.039999999999999994,0.29238095238095235
194,9/12/2016,29-185,1,-0.1,0.3,-0.1,-0.039999999999999994,0.29238095238095235
195,9/12/2016,29-185,1,-0.1,0.3,-0.1,-0.039999999999999994,0.29238095238095235
196,9/12/2016,29-185,1,-0.1,0.3,-0.1,-0.039999999999999994,0.29238095238095235
197,9/12/2016,29-185,1,-0.1,0.3,-0.1,-0.039999999999999994,0.29238095238095235
198,9/12/2016,29-185,1,-0.06666666666666668,0.15,-0.06666666666666668,-0.039999999999999994,0.29238095238095235
199,9/12/2016,29-185,1,-0.1,0.3,-0.1,-0.039999999999999994,0.29238095238095235
200,9/12/2016,29-185,1,-0.1,0.3,-0.1,-0.039999999999999994,0.29238095238095235
201,9/12/2016,29-185,1,-0.13078703703703706,0.388425925925926,-0.13078703703703706,-0.039999999999999994,0.29238095238095235
202,9/12/2016,29-185,1,-0.1,0.3,-0.1,-0.039999999999999994,0.29238095238095235
203,9/12/2016,29-185,1,-0.1,0.3,-0.1,-0.039999999999999994,0.29238095238095235
204,9/12/2016,29-185,1,-0.1,0.3,-0.1,-0.039999999999999994,0.29238095238095235
205,9/14/2016,29-187,1,-0.1,0.3,-0.1,0.0,0.0
206,9/14/2016,29-187,1,-0.1,0.3,-0.1,0.0,0.0
208,10/9/2016,29-212,1,0.3,0.4500000000000001,0.3,0.17039177489177487,0.3768513708513709
209,10/20/2016,29-223,1,0.12777777777777774,0.4055555555555556,0.12777777777777774,0.10131172839506172,0.32689043209876545
210,11/14/2016,29-248,1,0.30000000000000004,0.5499999999999999,0.30000000000000004,0.28733766233766234,0.5717532467532467
211,11/16/2016,29-250,1,-0.1,0.3,-0.1,0.17434640522875816,0.42320261437908496
212,11/18/2016,29-252,1,-0.1,0.3,-0.1,0.08660404265873013,0.2892919146825397
213,11/18/2016,29-252,1,0.1,0.25,0.1,0.08660404265873013,0.2892919146825397
214,11/23/2016,29-257,1,0.3,0.7000000000000001,0.3,-0.029999999999999992,0.34249999999999997
215,11/23/2016,29-257,1,-0.1,0.3,-0.1,-0.029999999999999992,0.34249999999999997
216,11/25/2016,29-259,1,-0.05813492063492065,0.34841269841269845,-0.05813492063492065,-0.02,0.1
217,11/25/2016,29-259,1,0.4190476190476191,0.6238095238095238,0.4190476190476191,-0.02,0.1
218,11/28/2016,29-262,1,0.2276666666666667,0.6866666666666666,0.2276666666666667,0.25,0.24
219,11/29/2016,29-263,1,0.2,0.4,0.2,0.20740740740740743,0.31296296296296294
220,11/29/2016,29-263,1,-0.05,0.2125,-0.05,0.20740740740740743,0.31296296296296294
221,11/29/2016,29-263,1,-0.1,0.3,-0.1,0.20740740740740743,0.31296296296296294
222,11/29/2016,29-263,1,-0.1,0.3,-0.1,0.20740740740740743,0.31296296296296294
223,11/30/2016,29-264,1,-0.1,0.3,-0.1,0.07759844322344324,0.3756639194139194
224,12/1/2016,29-265,1,-0.125,0.3,-0.125,0.196875,0.3229552469135803
225,12/8/2016,29-272,1,0.075,0.65,0.075,0.03425,0.33808333333333335
226,12/9/2016,29-273,1,0.05,0.7666666666666666,0.05,0.24664754689754692,0.48423520923520924
227,12/9/2016,29-273,1,0.15000000000000002,0.35,0.15000000000000002,0.24664754689754692,0.48423520923520924
228,12/9/2016,29-273,1,-0.1,0.3,-0.1,0.24664754689754692,0.48423520923520924
229,12/12/2016,29-276,1,0.07222222222222223,0.5263888888888889,0.07222222222222223,-0.03916666666666667,0.29194444444444445
230,12/13/2016,29-277,1,0.2,0.4,0.2,0.07857142857142858,0.18095238095238095
231,12/14/2016,29-278,1,0.13333333333333333,0.2888888888888889,0.13333333333333333,0.13134920634920635,0.3313492063492064
232,12/14/2016,29-278,1,-0.1,0.3,-0.1,0.13134920634920635,0.3313492063492064
233,12/14/2016,29-278,1,0.0,0.35,0.0,0.13134920634920635,0.3313492063492064
234,12/14/2016,29-278,1,-0.125,0.3,-0.125,0.13134920634920635,0.3313492063492064
235,12/15/2016,29-279,1,-0.08571428571428573,0.2571428571428571,-0.08571428571428573,0.4875,0.625
236,12/16/2016,29-280,1,0.3875,0.5875,0.3875,0.1875,0.36250000000000004
237,12/17/2016,29-281,1,-0.05,0.65,-0.05,0.06,0.2
238,12/17/2016,29-281,1,0.15,0.4166666666666667,0.15,0.06,0.2
239,12/17/2016,29-281,1,-0.1,0.3,-0.1,0.06,0.2
240,12/22/2016,29-286,1,-0.06666666666666668,0.3333333333333333,-0.06666666666666668,0.1359225016436555,0.37272500469615866
241,12/28/2016,29-292,1,0.16999999999999998,0.61,0.16999999999999998,0.2531856261022928,0.4893298059964727
242,12/29/2016,29-293,1,-0.1,0.3,-0.1,0.2989318269806075,0.43225372188786826
243,12/29/2016,29-293,1,0.08409090909090908,0.4136363636363637,0.08409090909090908,0.2989318269806075,0.43225372188786826
244,12/29/2016,29-293,1,-0.054545454545454564,0.3848484848484848,-0.054545454545454564,0.2989318269806075,0.43225372188786826
245,1/4/2017,29-299,1,-0.125,0.3,-0.125,0.06093749999999999,0.25312500000000004
246,1/4/2017,29-299,1,-0.1125,0.3375,-0.1125,0.06093749999999999,0.25312500000000004
247,1/4/2017,29-299,1,-0.1,0.3,-0.1,0.06093749999999999,0.25312500000000004
248,1/4/2017,29-299,1,0.30892857142857144,0.6714285714285715,0.30892857142857144,0.06093749999999999,0.25312500000000004
249,1/4/2017,29-299,1,0.0,0.25,0.0,0.06093749999999999,0.25312500000000004
250,1/4/2017,29-299,1,-0.125,0.3,-0.125,0.06093749999999999,0.25312500000000004
251,1/4/2017,29-299,1,-0.1,0.3,-0.1,0.06093749999999999,0.25312500000000004
252,1/7/2017,29-302,1,-0.08888888888888889,0.15555555555555556,-0.08888888888888889,0.037384259259259256,0.30092592592592593
253,1/7/2017,29-302,1,-0.1,0.3,-0.1,0.037384259259259256,0.30092592592592593
254,1/8/2017,29-303,1,-0.1,0.3,-0.1,0.125,0.1375
255,1/8/2017,29-303,1,0.2,0.3666666666666667,0.2,0.125,0.1375
256,1/10/2017,29-305,1,0.075,0.65,0.075,0.4161871693121693,0.46732855107855104
257,1/13/2017,29-308,1,-0.1,0.3,-0.1,-0.040945600584154807,0.34005861831163026
258,1/13/2017,29-308,1,-0.1,0.3,-0.1,-0.040945600584154807,0.34005861831163026
259,1/18/2017,29-313,1,0.45,0.3,0.45,0.20870535714285712,0.30089285714285713
260,1/18/2017,29-313,1,-0.1,0.3,-0.1,0.20870535714285712,0.30089285714285713
261,1/20/2017,29-315,1,-0.004166666666666666,0.43333333333333335,-0.004166666666666666,0.14067676767676768,0.28244444444444444
262,1/21/2017,29-316,1,0.11805555555555555,0.4263888888888889,0.11805555555555555,0.03452380952380952,0.30882936507936504
263,1/21/2017,29-316,1,-0.0007913961038961102,0.3956574675324675,-0.0007913961038961102,0.03452380952380952,0.30882936507936504
264,1/24/2017,29-319,1,0.15,0.425,0.15,0.17879818594104308,0.41848072562358274
265,1/24/2017,29-319,1,-0.11,0.255,-0.11,0.17879818594104308,0.41848072562358274
266,1/26/2017,29-321,1,0.09285714285714283,0.4178571428571428,0.09285714285714283,0.3160897435897435,0.3317948717948717
267,1/26/2017,29-321,1,0.13333333333333333,0.4000000000000001,0.13333333333333333,0.3160897435897435,0.3317948717948717
268,1/26/2017,29-321,1,0.45,0.3,0.45,0.3160897435897435,0.3317948717948717
269,2/15/2017,29-341,1,-0.1,0.3,-0.1,0.2948660714285714,0.4541666666666667
270,2/15/2017,29-341,1,-0.1,0.3,-0.1,0.2948660714285714,0.4541666666666667
271,2/23/2017,29-349,1,0.2,0.4,0.2,0.1513736263736264,0.24945054945054942
